search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,402438232,쿠쿠 마스터셰프 사일런스 6인용 밥솥,370000,0,판매중,새상품,경기도 김포시 장기본동,True,7,0,2026-04-18 18:15:57,1776503757,전기압력밥솥 쿠쿠전기밥솥 전기밥솥 6인용전기압력밥솥 쿠쿠,610600008,https://m.bunjang.co.kr/products/402438232
쿠쿠 밥솥,402231629,쿠쿠 밥솥,60000,0,판매중,새상품,경기도 성남시 중원구 금광2동,False,1,0,2026-04-17 19:38:17,1776422297,,610600008,https://m.bunjang.co.kr/products/402231629
쿠쿠 밥솥,263850473,최고급 명품 대리석 코팅 압력밥솥 쿠쿠 10인용,35000,0,판매중,중고,,True,1,0,2026-04-17 17:03:54,1776413034,밥솥 쿠쿠 rice cooker cuckoo,610600008,https://m.bunjang.co.kr/products/263850473
쿠쿠 밥솥,402171628,쿠쿠 6인용 압력밥솥 쿠쿠전자 CUCKOO CRP-DHP0610FD,120000,1,예약중,중고,,False,3,0,2026-04-17 14:48:22,1776404902,,610600008,https://m.bunjang.co.kr/products/402171628
쿠쿠 밥솥,401738560,쿠쿠밥솥,45000,0,판매중,중고,경상북도 포항시 북구 두호동,False,1,0,2026-04-16 10:01:57,1776301317,몇번쓰질않아서,610600008,https://m.bunjang.co.kr/products/401738560
쿠쿠 밥솥,401904258,쿠쿠 밥솥 물받이 (10인용) + 증기배출구 청소핀 (일괄판매),7000,0,판매중,중고,서울특별시 동작구 상도제1동,False,1,0,2026-04-16 06:09:26,1776287366,,610600008,https://m.bunjang.co.kr/products/401904258
쿠쿠 밥솥,401568348,쿠쿠 10인용 압력밥솥,65000,1,예약중,중고,,False,0,0,2026-04-14 18:37:59,1776159479,,610600008,https://m.bunjang.co.kr/products/401568348
쿠쿠 밥솥,401557982,쿠쿠 IH 압력밥솥 HNXG1010FB,70000,0,판매중,중고,,False,2,0,2026-04-14 17:49:22,1776156562,,610600008,https://m.bunjang.co.kr/products/401557982
쿠쿠 밥솥,401556434,쿠쿠 IH 압력밥솥 HNXG1010FB,70000,0,판매중,중고,,False,0,0,2026-04-14 17:41:47,1776156107,,610600008,https://m.bunjang.co.kr/products/401556434
쿠쿠 밥솥,399531755,쿠쿠 전기밥솥 3인용,320000,0,판매중,새상품,경기도 수원시 팔달구 인계동,True,4,0,2026-04-14 08:45:05,1776123905,밥솥 쿠쿠 압력밥솥,610600008,https://m.bunjang.co.kr/products/399531755
